epoch,G,D,cycle,id
0,2.52,1.91,0.08,0.58
1,3106.72,1349.54,93.83,332.3
2,9.29,87.94,0.08,0.56
3,10.64,34.0,0.1,0.68
4,2.6,34.96,0.08,0.57
5,2.67,9.34,0.08,0.58
6,3.32,21.39,0.09,0.6
7,2.52,7.54,0.08,0.57
8,2.55,6.38,0.08,0.57
9,4.81,41.9,0.08,0.57
10,2.56,14.75,0.08,0.58
11,2.71,32.09,0.08,0.58
12,3.35,34.71,0.08,0.57
13,2.57,303.47,0.08,0.59
14,12.48,18318.99,0.08,0.59
15,6.88,138.57,0.08,0.58
16,13555.43,2593.05,1.23,5.05
17,9.9,98.47,0.08,0.56
18,13.8,7768.49,0.08,0.57
19,105.16,1430.34,0.09,0.62
20,56.2,49338.1,0.08,0.57
21,150.67,2033.65,0.09,0.6
22,87.76,61583.7,0.08,0.57
23,51.5,9518.87,0.08,0.59
24,1014.73,4472.45,0.08,0.53
25,101.02,1468.89,0.08,0.57
26,26.77,25.68,0.08,0.58
27,28.92,653.08,0.08,0.57
28,25.98,761.25,0.08,0.57
29,20.54,563.53,0.08,0.58
30,8.77,33802.92,0.08,0.59
31,90.0,3051.27,0.08,0.57
32,416.86,452.37,0.08,0.54
33,31.13,3707.29,0.08,0.58
34,42.14,606.91,0.09,0.61
35,142.62,3355.8,0.08,0.59
36,4.63,34235.15,0.08,0.58
37,455.23,26517.41,0.08,0.59
38,870.6,15775.24,0.08,0.57
39,100.5,8587.45,0.08,0.58
40,207.96,4613.54,0.08,0.59
41,20.19,1718.44,0.08,0.58
42,29.95,360.19,0.08,0.57
43,29.28,1276.12,0.08,0.57
44,28.05,725.52,0.08,0.58
45,15.18,852.41,0.08,0.58
46,17.95,1074.4,0.08,0.58
47,3.55,421.28,0.08,0.58
48,6.84,1349.79,0.08,0.58
49,2.5,14.24,0.08,0.58
50,19.13,1720.57,0.08,0.58
51,2.78,62.19,0.08,0.58
52,13.93,1569.13,0.08,0.58
53,3.55,481.5,0.08,0.58
54,21.15,922.01,0.08,0.58
55,4.54,864.12,0.08,0.58
56,4.64,461.12,0.08,0.58
57,2.84,1007.23,0.08,0.58
58,2.67,11.68,0.08,0.58
59,5.27,526.03,0.08,0.58
60,5.96,605.77,0.08,0.58
61,2.64,816.93,0.08,0.58
62,16.52,77.68,0.08,0.58
63,4.2,1005.81,0.08,0.58
64,3.69,45.15,0.08,0.58
65,7.78,907.65,0.08,0.58
66,2.97,373.14,0.08,0.58
67,8.4,254.07,0.08,0.58
68,4.47,564.77,0.08,0.58
69,3.29,1.83,0.08,0.58
70,3.15,1.44,0.08,0.58
71,2.55,1.48,0.08,0.58
72,3.61,1.51,0.08,0.58
73,3.19,1.29,0.08,0.58
74,2.71,14.22,0.08,0.58
75,2.59,1.06,0.08,0.58
76,3.02,1.51,0.08,0.58
77,5.09,3.09,0.08,0.58
78,3.94,1.83,0.08,0.58
79,4.17,1.62,0.08,0.58
80,2.63,1.22,0.08,0.58
81,3.09,1.49,0.08,0.58
82,5.03,2.97,0.08,0.58
83,4.95,2.18,0.08,0.58
84,3.71,2.25,0.08,0.58
85,8.11,5.4,0.08,0.58
86,4.06,2.39,0.08,0.58
87,6.79,3.8,0.08,0.58
88,3.77,1.55,0.08,0.58
89,3.35,1.13,0.08,0.58
90,2.97,1.21,0.08,0.58
91,3.84,1.29,0.08,0.58
92,3.46,1.12,0.08,0.58
93,2.99,1.43,0.08,0.58
94,6.71,3.64,0.08,0.58
95,6.23,2.73,0.08,0.58
96,4.7,1.5,0.08,0.58
97,3.65,2.04,0.08,0.58
98,9.56,3.36,0.08,0.58
99,3.0,1.18,0.08,0.58
100,5.01,2.5,0.08,0.58
101,8.08,7.41,0.08,0.58
102,11.07,10.21,0.08,0.58
103,9.52,2349.24,0.08,0.58
104,16.76,2164.08,0.09,0.6
105,4.13,315.56,0.08,0.59
106,56.07,2389.77,0.08,0.58
107,2.75,11.92,0.08,0.59
108,93.83,39.45,0.14,1.59
109,6.08,97.52,0.08,0.57
110,2.69,17.32,0.08,0.57
111,2.56,1.03,0.08,0.57
112,2.56,1.02,0.08,0.57
113,2.56,1.04,0.08,0.57
114,2.56,0.82,0.08,0.57
115,2.56,0.91,0.08,0.57
116,2.56,1.04,0.08,0.57
117,2.56,1.11,0.08,0.57
118,2.55,1.02,0.08,0.57
119,2.57,0.98,0.08,0.57
120,2.56,1.07,0.08,0.57
121,2.53,1.03,0.08,0.57
122,2.72,1.12,0.08,0.56
123,2.56,1.11,0.08,0.57
124,2.45,0.98,0.08,0.57
125,2.55,1.0,0.08,0.57
