epoch,G,D,cycle,id
0,1.6,1.05,0.08,0.53
1,1.52,1.11,0.06,0.37
2,1.59,1.17,0.07,0.49
3,1.42,0.88,0.07,0.4
4,1.94,0.71,0.18,1.03
5,1.53,0.84,0.08,0.49
6,1.44,0.78,0.07,0.45
7,1.3,0.94,0.07,0.38
8,0.91,0.63,0.06,0.27
9,1.38,0.72,0.17,0.76
10,1.62,0.82,0.09,0.5
11,1.29,0.58,0.08,0.46
12,0.83,0.38,0.07,0.34
13,0.53,0.36,0.07,0.27
14,0.4,0.23,0.06,0.21
15,0.44,0.42,0.05,0.23
16,0.51,0.23,0.08,0.33
17,0.75,0.36,0.07,0.4
18,0.46,0.23,0.05,0.25
19,0.36,0.18,0.04,0.18
20,0.32,0.2,0.05,0.16
21,0.36,0.35,0.05,0.2
22,0.51,0.26,0.08,0.34
23,0.68,0.22,0.07,0.42
24,0.45,0.21,0.05,0.26
25,0.35,0.22,0.04,0.16
26,0.29,0.21,0.04,0.15
27,0.53,0.16,0.07,0.33
28,0.7,0.2,0.07,0.43
29,0.48,0.28,0.05,0.3
30,0.38,0.21,0.04,0.18
31,0.27,0.18,0.03,0.14
32,0.4,0.18,0.04,0.2
33,0.46,0.17,0.05,0.26
34,0.66,0.18,0.08,0.44
35,0.5,0.16,0.06,0.32
36,0.35,0.2,0.04,0.18
37,0.45,0.18,0.05,0.26
38,0.59,0.17,0.06,0.39
39,0.47,0.18,0.05,0.31
40,0.36,0.16,0.03,0.18
41,0.33,0.18,0.04,0.18
42,0.57,0.17,0.07,0.36
43,0.43,0.16,0.04,0.23
44,0.29,0.26,0.03,0.14
45,0.46,0.18,0.06,0.28
46,0.28,0.21,0.03,0.12
47,0.33,0.17,0.03,0.13
48,0.31,0.18,0.03,0.18
49,0.57,0.16,0.07,0.32
50,0.63,0.17,0.07,0.41
51,0.59,0.16,0.07,0.38
52,0.4,0.18,0.04,0.24
53,0.34,0.17,0.03,0.14
54,0.38,0.15,0.04,0.21
55,0.39,0.16,0.03,0.18
56,0.54,0.16,0.05,0.35
57,0.45,0.15,0.04,0.26
58,0.28,0.17,0.03,0.15
59,0.41,0.17,0.04,0.19
60,0.59,0.17,0.06,0.36
61,0.47,0.17,0.04,0.25
62,0.35,0.17,0.03,0.14
63,0.34,0.17,0.04,0.13
64,0.43,0.17,0.03,0.22
65,0.39,0.17,0.04,0.17
66,0.54,0.17,0.06,0.3
67,0.38,0.17,0.04,0.16
68,0.53,0.17,0.05,0.3
69,0.59,0.17,0.06,0.36
70,0.5,0.17,0.04,0.27
71,0.35,0.18,0.03,0.14
72,0.38,0.17,0.03,0.17
73,0.52,0.15,0.05,0.33
74,0.44,0.16,0.04,0.22
75,0.22,0.19,0.02,0.12
76,0.3,0.15,0.03,0.11
77,0.23,0.2,0.02,0.12
78,0.35,0.19,0.04,0.23
79,0.52,0.19,0.06,0.35
80,0.42,0.16,0.04,0.26
81,0.33,0.14,0.02,0.14
82,0.26,0.19,0.03,0.15
83,0.49,0.14,0.05,0.29
84,0.28,0.19,0.03,0.17
85,0.4,0.16,0.04,0.21
86,0.59,0.17,0.07,0.37
87,0.42,0.16,0.05,0.24
88,0.32,0.17,0.03,0.12
89,0.42,0.15,0.04,0.2
90,0.44,0.19,0.05,0.3
91,0.35,0.16,0.03,0.18
92,0.31,0.17,0.03,0.13
93,0.49,0.16,0.06,0.28
94,0.25,0.19,0.03,0.13
95,0.37,0.15,0.04,0.18
96,0.45,0.15,0.04,0.28
97,0.41,0.16,0.03,0.2
98,0.26,0.16,0.02,0.11
99,0.33,0.17,0.03,0.12
100,0.38,0.17,0.03,0.16
101,0.42,0.16,0.04,0.21
102,0.5,0.15,0.05,0.31
103,0.4,0.15,0.03,0.22
104,0.26,0.15,0.02,0.12
105,0.36,0.16,0.03,0.15
106,0.4,0.15,0.04,0.23
107,0.31,0.14,0.02,0.13
108,0.27,0.15,0.03,0.11
