epoch,G,D,cycle,id
0,3.48,1.92,0.44,1.18
1,3513.75,743.3,851.05,1192.43
2,16.28,124.65,0.41,1.1
3,35.61,217.95,0.41,1.12
4,3.65,1.69,0.45,1.21
5,4.38,72.29,0.44,1.19
6,3.51,484.54,0.43,1.15
7,8.03,15525.0,0.44,1.17
8,399.45,10658.34,0.34,0.92
9,8.93,1991.31,0.44,1.17
10,776.42,2031.34,0.52,1.39
11,76.61,37206.06,0.44,1.19
12,1536.74,3852.37,0.35,0.92
13,14.54,1436.73,0.43,1.17
14,510.59,928.92,0.51,1.53
15,23.83,41103.95,0.44,1.17
16,109.68,1934.11,0.42,1.14
17,48.51,647.82,0.43,1.17
18,8.16,1372.06,0.43,1.17
19,44.61,869.95,0.43,1.15
20,88.96,638.32,0.42,1.14
21,22.08,1183.84,0.44,1.17
22,44.24,311.95,0.44,1.19
23,33.49,1427.19,0.43,1.16
24,6.82,12.52,0.44,1.17
25,9.52,9.51,0.44,1.17
26,5.36,509.13,0.43,1.17
27,24.73,928.23,0.44,1.19
28,321.87,255.19,0.5,1.45
29,11.39,1068.38,0.43,1.16
30,7.29,61.09,0.44,1.18
31,13.0,23.96,0.45,1.21
32,10.36,246.91,0.44,1.18
33,5.57,864.21,0.43,1.16
34,5073.29,649.28,4.63,7.27
35,95.08,4339.03,0.42,1.13
36,9.59,252.32,0.44,1.19
37,6.41,23.15,0.43,1.16
38,3.43,20.33,0.44,1.18
39,3.61,1.2,0.44,1.17
40,4.55,4.16,0.43,1.17
41,3.48,0.79,0.44,1.17
42,3.51,1.34,0.44,1.17
43,3.46,2.14,0.44,1.18
44,3.97,1.33,0.44,1.18
45,4.63,194.43,0.43,1.17
46,7.21,300.55,0.44,1.17
47,3.65,110.26,0.43,1.16
48,5.04,3.3,0.43,1.16
49,6.85,1.38,0.43,1.16
50,5.42,1.57,0.43,1.16
51,4.23,99.49,0.44,1.17
52,4.98,124.79,0.44,1.17
53,3.54,31.87,0.43,1.16
54,4.0,1.92,0.43,1.16
55,3.49,1.12,0.43,1.16
56,3.44,0.99,0.43,1.15
57,3.4,1.14,0.43,1.15
58,3.5,1.11,0.43,1.15
59,3.45,1.02,0.43,1.15
60,3.39,0.98,0.43,1.15
61,3.4,0.99,0.43,1.15
62,3.41,1.09,0.43,1.15
63,3.43,1.01,0.43,1.15
64,3.37,30.75,0.43,1.15
65,6.19,121.75,0.43,1.15
66,4.09,1.93,0.43,1.17
67,3.81,1.18,0.43,1.17
68,3.59,1.05,0.43,1.16
69,3.56,1.05,0.43,1.16
70,3.54,1.08,0.43,1.16
71,3.53,1.11,0.43,1.16
72,3.53,0.98,0.43,1.16
73,3.51,1.06,0.43,1.16
74,3.5,1.04,0.43,1.16
75,3.49,1.04,0.43,1.16
76,3.5,0.99,0.43,1.16
77,3.55,1.1,0.43,1.16
78,3.53,1.11,0.43,1.16
79,3.53,0.92,0.43,1.16
80,3.57,1.05,0.43,1.16
81,3.48,0.96,0.43,1.16
82,3.56,1.24,0.43,1.16
83,3.48,1.04,0.43,1.16
84,3.57,1.03,0.43,1.16
85,3.49,0.98,0.43,1.16
86,3.49,1.02,0.43,1.15
87,3.4,1.05,0.43,1.15
88,3.58,1.14,0.43,1.14
89,3.54,1.04,0.43,1.15
90,3.55,0.94,0.43,1.16
91,3.49,1.05,0.43,1.15
92,3.57,0.91,0.43,1.15
93,3.52,1.1,0.43,1.16
94,3.53,0.99,0.43,1.16
95,3.55,1.04,0.43,1.15
96,3.48,0.98,0.43,1.16
97,3.46,1.07,0.43,1.15
