epoch,G,D,cycle,id
0,2.35,1.04,0.58,0.78
1,80.1,43.16,2.24,3.02
2,2.16,26.26,0.43,0.58
3,31.36,119.22,0.49,0.66
4,12.23,44.88,0.39,0.51
5,3.04,40.18,0.43,0.57
6,6.94,47.13,0.48,0.63
7,4.3,2774.33,0.43,0.58
8,137.93,525.28,0.5,0.66
9,235258.93,66395.32,1384.96,948.47
10,23.24,126.62,0.47,0.63
11,5.69,394.74,0.43,0.58
12,20.88,291.48,0.45,0.6
13,2.14,76.99,0.43,0.58
14,38.97,76.33,0.6,0.77
15,2.89,111.99,0.43,0.58
16,3.01,24.68,0.44,0.58
17,10.15,124.11,0.45,0.6
18,2.95,46.88,0.42,0.56
19,17.34,313.42,0.42,0.56
20,7.88,386.34,0.44,0.59
21,2.43,199.71,0.43,0.57
22,260.19,7137.28,0.65,0.81
23,17.48,437.58,0.43,0.57
24,2.57,774.69,0.44,0.59
25,7.65,235.65,0.43,0.57
26,10.85,722.17,0.43,0.58
27,124.85,145.4,0.56,0.72
28,37.01,746.71,0.43,0.57
29,2.38,26.44,0.45,0.6
30,29.65,533.77,0.45,0.6
31,6.75,167.14,0.44,0.59
32,6.19,342.32,0.43,0.58
33,8.75,225.29,0.44,0.59
34,3.54,256.28,0.43,0.58
35,12.84,306.42,0.44,0.59
36,3.44,69.07,0.44,0.58
37,3.73,323.39,0.43,0.58
38,2.17,5.63,0.43,0.57
39,5.82,323.87,0.43,0.58
40,1.99,1.02,0.44,0.59
41,5.71,2627.94,0.44,0.59
42,31.0,1693.94,0.43,0.58
43,28.9,501.29,0.43,0.57
44,74.32,864.03,0.44,0.59
45,21.22,171.2,0.43,0.58
46,41.86,336.63,0.41,0.55
47,10.36,117.28,0.43,0.58
48,14.27,179.32,0.42,0.56
49,8.01,85.53,0.42,0.56
50,7.47,139.53,0.43,0.57
51,10.22,60.75,0.48,0.64
52,13.87,88.96,0.47,0.61
53,3.16,41.58,0.42,0.56
54,9.06,80.51,0.42,0.57
55,2.86,22.26,0.43,0.57
56,6.16,65.92,0.43,0.57
57,2.84,11.08,0.43,0.57
58,2.46,18.7,0.43,0.57
59,2.98,4.78,0.43,0.57
60,3.39,24.67,0.43,0.57
61,3.6,1.0,0.43,0.57
62,2.66,0.84,0.43,0.57
63,2.1,0.58,0.43,0.57
