epoch,G,D,cycle,id
0,2.37,1.05,0.83,0.55
1,2.25,0.93,0.76,0.5
2,2.44,1.74,0.52,0.37
3,2.28,0.88,0.77,0.52
4,2.16,0.84,0.69,0.48
5,1.7,0.81,0.39,0.32
6,6.52,0.88,3.37,2.06
7,2.18,1.41,0.65,0.47
8,2.03,0.8,0.59,0.44
9,1.87,0.76,0.5,0.39
10,1.65,0.73,0.37,0.29
11,1.47,0.72,0.29,0.19
12,1.46,0.67,0.32,0.2
13,3.12,1.07,0.65,0.42
14,2.23,0.69,0.75,0.5
15,2.17,0.66,0.71,0.48
16,2.1,0.64,0.67,0.46
17,1.95,0.63,0.6,0.42
18,1.64,0.59,0.46,0.33
19,1.05,0.51,0.31,0.19
20,2.01,0.45,0.67,0.77
21,2.31,0.61,0.79,0.52
22,1.94,0.68,0.56,0.46
23,1.46,0.51,0.37,0.36
24,1.03,0.41,0.41,0.21
25,1.41,0.39,0.69,0.31
26,1.37,0.46,0.38,0.3
27,1.91,0.78,0.68,0.46
28,1.6,0.57,0.48,0.38
29,1.0,0.33,0.33,0.3
30,1.04,0.24,0.49,0.36
31,1.43,0.25,0.59,0.45
32,0.97,0.62,0.42,0.35
33,0.68,0.3,0.29,0.24
34,0.63,0.23,0.34,0.17
35,0.8,0.3,0.32,0.25
36,0.68,0.24,0.36,0.21
37,1.06,0.21,0.5,0.38
38,0.75,0.18,0.32,0.25
39,0.64,0.15,0.29,0.17
40,0.77,0.67,0.35,0.32
41,0.85,0.22,0.45,0.3
42,1.27,0.28,0.59,0.44
43,0.89,0.22,0.42,0.32
44,0.6,0.17,0.29,0.2
45,0.67,0.22,0.3,0.19
46,1.2,0.31,0.5,0.45
47,0.74,0.35,0.25,0.29
48,0.71,0.41,0.28,0.19
49,0.78,0.4,0.32,0.26
50,0.64,0.14,0.29,0.18
51,1.01,0.18,0.38,0.42
52,0.68,0.14,0.28,0.24
53,0.72,0.15,0.31,0.23
54,0.96,0.17,0.45,0.37
55,0.62,0.15,0.28,0.19
56,0.9,0.19,0.51,0.31
57,1.15,0.15,0.53,0.45
58,0.87,0.17,0.37,0.4
59,0.62,0.17,0.24,0.25
60,0.68,0.17,0.38,0.2
61,0.79,0.14,0.34,0.26
62,0.54,0.16,0.24,0.18
63,0.57,0.18,0.25,0.16
64,0.81,0.19,0.37,0.3
65,1.28,0.18,0.63,0.47
66,1.33,0.19,0.65,0.5
