epoch,G,D,cycle,id
0,2.73,1.91,0.77,0.1
1,24778.93,2779.3,18017.71,1214.92
2,20.04,102.87,0.8,0.1
3,2.86,9.33,0.85,0.11
4,8.49,74.89,0.84,0.11
5,3.29,17.81,0.89,0.11
6,2.9,22.39,0.87,0.11
7,2.99,20.42,0.88,0.11
8,2.87,89.83,0.87,0.11
9,22.44,657.34,0.86,0.11
10,7.75,2942.48,0.94,0.12
11,164.36,1332.55,0.92,0.12
12,280.36,2217.63,0.84,0.11
13,30.62,713.46,0.88,0.11
14,33.67,574.21,0.85,0.11
15,5.93,53812.67,0.87,0.11
16,81.42,3865.68,0.89,0.11
17,365.47,3615.26,0.83,0.11
18,19.87,4647.74,0.88,0.11
19,21.26,66.02,0.84,0.11
20,435.77,2867.53,0.82,0.1
21,128.6,3872.59,0.87,0.11
22,72.23,46300.17,0.9,0.12
23,1232.16,2691927.0,0.89,0.11
24,119763.04,38135.0,17.91,1.55
25,39.3,5432.68,0.88,0.11
26,215.05,4692.92,0.85,0.11
27,37.41,11944.56,0.87,0.11
28,25.17,2283.61,0.88,0.11
29,16.97,1801.36,0.87,0.11
30,9.34,1249.91,0.88,0.11
31,3.55,717.47,0.87,0.11
32,3.14,348.48,0.87,0.11
33,2.96,1019.05,0.87,0.11
34,3.12,597.69,0.87,0.11
35,3.45,184.1,0.87,0.11
36,3.25,280.17,0.87,0.11
37,3.16,306.46,0.87,0.11
38,3.17,183.11,0.87,0.11
39,2.91,433.58,0.87,0.11
40,3.12,64.2,0.87,0.11
41,2.89,564.2,0.87,0.11
42,3.11,266.63,0.87,0.11
43,6.29,1770.76,0.87,0.11
44,22.63,940.89,0.88,0.11
45,2.93,130.55,0.87,0.11
46,19.85,547.93,0.87,0.11
47,2.91,7.28,0.88,0.11
48,7.42,329.84,0.88,0.11
49,4.3,315.62,0.87,0.11
50,3.35,489.28,0.87,0.11
51,3.14,159.62,0.87,0.11
52,6.05,652.79,0.87,0.11
53,2.9,3.05,0.88,0.11
54,6.9,399.42,0.88,0.11
55,3.17,352.14,0.87,0.11
56,4.09,616.03,0.87,0.11
57,3.98,173.36,0.88,0.11
58,10.52,736.99,0.87,0.11
59,2.9,1.01,0.87,0.11
60,2.95,1.0,0.87,0.11
61,2.91,0.89,0.87,0.11
62,3.09,0.98,0.87,0.11
63,2.96,1.0,0.87,0.11
64,2.89,1.01,0.87,0.11
65,2.89,0.97,0.87,0.11
66,3.01,1.09,0.87,0.11
67,2.89,0.98,0.87,0.11
68,2.88,1.0,0.87,0.11
69,2.95,1.0,0.87,0.11
70,2.89,1.01,0.87,0.11
71,3.02,1.16,0.87,0.11
72,3.14,0.88,0.86,0.11
73,2.95,0.99,0.87,0.11
74,2.84,1.06,0.87,0.11
75,2.97,1.07,0.86,0.11
76,3.62,1.35,0.87,0.11
77,3.22,1.16,0.86,0.11
78,3.07,1.23,0.86,0.11
79,2.95,0.93,0.86,0.11
80,3.73,4.3,0.86,0.11
81,346.94,2504.45,0.99,0.12
82,16.29,419.13,0.86,0.11
83,31.95,696.58,0.89,0.11
84,42.79,623.18,0.85,0.11
85,5.8,17.94,0.87,0.11
86,2.97,644.06,0.86,0.11
87,10.55,168.11,0.87,0.11
88,3.53,270.24,0.86,0.11
89,6.98,275.54,0.87,0.11
90,2.89,1.04,0.86,0.11
91,2.88,1.22,0.86,0.11
92,2.88,0.9,0.86,0.11
93,3.07,1.17,0.86,0.11
94,2.88,1.05,0.86,0.11
95,2.88,0.98,0.86,0.11
96,2.96,1.19,0.86,0.11
97,3.01,1.1,0.86,0.11
98,2.88,0.98,0.86,0.11
99,2.97,1.0,0.86,0.11
100,2.88,1.03,0.86,0.11
101,3.41,1.12,0.86,0.11
102,2.88,1.93,0.86,0.11
103,3.36,5.48,0.86,0.11
104,3.97,298.08,0.86,0.11
105,10.82,118.65,0.84,0.11
106,3.64,198.19,0.85,0.11
107,4.82,18.7,0.86,0.11
108,5.46,126.69,0.87,0.11
109,17.62,99.37,0.85,0.11
110,2.83,28.71,0.86,0.11
111,3.01,648.11,0.85,0.11
112,45.48,313.11,0.84,0.11
113,63.46,404.93,0.86,0.11
114,51.84,1481.93,0.88,0.11
115,16.04,115.27,0.84,0.11
116,67.73,502.02,0.83,0.11
117,6.83,60.18,0.84,0.11
118,3.02,11.39,0.85,0.11
119,3.55,25.06,0.84,0.11
120,3.31,2.12,0.85,0.11
121,2.96,9.57,0.85,0.11
122,2.87,7.96,0.85,0.11
123,2.97,1.0,0.85,0.11
124,3.05,1.34,0.85,0.11
125,2.89,1.01,0.84,0.11
126,2.86,0.97,0.84,0.11
127,2.88,1.07,0.84,0.11
128,2.88,0.99,0.84,0.11
129,2.86,1.01,0.84,0.11
130,2.88,0.94,0.84,0.11
131,2.94,1.07,0.84,0.11
132,2.88,0.95,0.84,0.11
133,2.9,1.0,0.84,0.11
134,2.91,1.01,0.84,0.11
135,2.87,0.94,0.84,0.11
136,2.89,1.04,0.84,0.11
137,2.85,1.02,0.84,0.11
138,2.95,1.1,0.84,0.11
139,2.86,1.0,0.85,0.11
140,2.88,1.05,0.84,0.11
141,2.81,0.96,0.85,0.11
142,2.59,0.86,0.85,0.11
143,2.86,1.03,0.84,0.11
144,3.03,1.1,0.84,0.11
145,2.82,0.98,0.85,0.11
146,2.93,1.16,0.86,0.11
147,3.18,0.84,0.84,0.11
148,3.18,0.85,0.84,0.11
149,3.2,1.01,0.84,0.11
150,2.99,1.24,0.85,0.11
151,3.14,0.73,0.84,0.11
152,3.52,1.32,0.84,0.11
153,2.86,1.08,0.84,0.11
154,2.88,9.95,0.84,0.11
155,61.78,661.01,0.84,0.11
156,48.46,1678.32,0.87,0.11
157,495.15,8373.49,0.89,0.11
158,40.02,539.64,0.85,0.11
159,18449.8,15343.9,0.62,0.07
160,317.19,10601.89,0.87,0.11
161,41.51,304.79,0.94,0.12
162,125.55,1864.39,0.9,0.12
163,9.08,292.32,0.86,0.11
164,4.48,60.41,0.89,0.11
165,2.83,43.55,0.87,0.11
166,3.39,65.91,0.87,0.11
167,3.31,1.59,0.87,0.11
168,3.18,1.45,0.87,0.11
169,3.07,2.56,0.87,0.11
170,3.7,28.82,0.86,0.11
171,3.51,28.63,0.87,0.11
172,3.57,1.31,0.87,0.11
173,3.52,4.15,0.87,0.11
174,3.87,11.21,0.87,0.11
175,3.38,13.7,0.87,0.11
176,3.36,1.59,0.87,0.11
177,3.19,1.64,0.87,0.11
178,3.02,1.31,0.87,0.11
179,3.02,1.19,0.87,0.11
180,2.96,2.12,0.87,0.11
181,2.95,1.19,0.87,0.11
182,2.9,1.02,0.87,0.11
183,2.9,0.97,0.87,0.11
184,2.91,0.98,0.87,0.11
185,2.89,1.08,0.87,0.11
186,2.9,1.09,0.87,0.11
187,2.83,1.04,0.87,0.11
188,2.86,1.04,0.9,0.12
189,14.86,1.5,2.36,0.36
190,2.88,9.43,0.87,0.11
191,3.07,34.28,0.86,0.11
192,7.49,16.16,0.6,0.1
193,6.39,13.76,0.88,0.11
194,14.2,882.24,0.89,0.11
195,1222.13,1223.94,0.53,0.06
196,19.36,500.66,0.87,0.11
197,11.2,1016.06,0.88,0.11
198,17.8,836.3,0.87,0.11
199,14.76,1576.38,0.88,0.11
200,10.88,661.05,0.89,0.11
201,2.93,412.82,0.88,0.11
202,10.2,190.94,0.88,0.11
203,2.91,13.3,0.87,0.11
204,3.04,8.73,0.87,0.11
205,2.93,1.06,0.87,0.11
206,2.92,0.95,0.87,0.11
207,2.92,0.96,0.87,0.11
208,2.92,0.98,0.87,0.11
209,2.91,1.03,0.87,0.11
210,2.89,0.92,0.87,0.11
211,2.87,0.89,0.87,0.11
212,2.93,1.39,0.87,0.11
213,2.83,1.0,0.87,0.11
214,2.88,0.98,0.87,0.11
215,2.85,0.93,0.86,0.11
216,2.83,0.92,0.87,0.11
217,2.81,0.93,0.87,0.11
218,2.91,0.98,0.86,0.11
219,2.88,1.02,0.86,0.11
220,2.85,1.0,0.86,0.11
221,2.81,0.91,0.85,0.11
222,2.69,0.96,0.85,0.11
223,1.95,0.75,0.74,0.11
224,109.91,14.56,13.37,1.14
225,4.13,15.44,0.89,0.11
226,7.2,254.78,0.88,0.11
227,2.94,26.85,0.85,0.11
228,25.7,289.83,0.86,0.11
229,3.39,43.4,0.87,0.11
230,23.37,1127.25,0.87,0.11
231,7.61,154.08,0.9,0.12
232,39.47,687.96,0.89,0.11
233,83.05,449.63,0.83,0.1
234,5.39,252.52,0.88,0.11
235,71.91,2621.79,0.89,0.11
236,3.12,11.58,0.87,0.11
237,3.07,97.52,0.87,0.11
238,3.04,27.13,0.87,0.11
239,2.89,7.08,0.87,0.11
240,2.85,5.3,0.87,0.11
241,2.89,1.07,0.87,0.11
242,2.85,1.04,0.87,0.11
243,2.86,0.88,0.87,0.11
244,2.85,0.99,0.87,0.11
245,2.79,0.97,0.87,0.11
246,2.71,0.96,0.88,0.11
247,3.22,0.84,0.9,0.12
248,2.91,0.95,0.87,0.11
249,2.9,0.97,0.87,0.11
250,2.91,1.02,0.87,0.11
251,2.9,1.01,0.87,0.11
252,2.89,0.99,0.87,0.11
253,2.88,0.89,0.87,0.11
254,2.9,1.06,0.87,0.11
255,2.86,0.92,0.87,0.11
256,2.85,0.97,0.87,0.11
257,2.84,1.05,0.89,0.11
258,3.95,1.57,0.94,0.12
259,2.9,0.99,0.87,0.11
260,2.91,0.95,0.86,0.11
261,2.9,1.02,0.86,0.11
262,2.9,0.91,0.86,0.11
263,2.9,0.96,0.86,0.11
264,2.88,0.97,0.86,0.11
265,2.88,0.99,0.85,0.11
266,2.86,0.94,0.85,0.11
267,2.83,0.97,0.85,0.11
268,2.87,1.01,0.85,0.11
269,2.84,0.99,0.85,0.11
270,2.83,0.97,0.85,0.11
271,2.79,1.0,0.84,0.11
272,2.62,0.81,0.85,0.11
273,2.85,1.01,0.82,0.1
274,2.93,0.87,0.81,0.1
275,2.68,0.83,0.8,0.1
276,3.11,1.12,0.84,0.11
277,2.77,1.05,0.81,0.11
278,2.26,0.82,0.74,0.12
279,26.66,11.6,4.08,0.71
280,12.91,131.79,0.82,0.1
281,65.47,1072.43,0.85,0.11
282,86388.75,54036.79,2.98,0.8
283,633.18,25680.28,0.87,0.11
284,322.45,4866.88,0.92,0.12
285,81.15,2449.31,0.89,0.11
286,93.46,1348.9,0.92,0.12
287,92.5,1359.95,0.86,0.11
288,11.08,752.55,0.88,0.11
289,4.72,653.93,0.88,0.11
290,11.6,444.64,0.89,0.11
291,11.71,1186.63,0.88,0.11
292,4.07,598.93,0.88,0.11
293,18.18,593.93,0.87,0.11
294,10.93,311.04,0.87,0.11
295,3.74,151.32,0.88,0.11
296,3.92,191.09,0.88,0.11
297,2.89,58.04,0.87,0.11
298,4.13,96.47,0.87,0.11
299,3.3,50.92,0.88,0.11
300,2.91,9.19,0.88,0.11
301,2.95,8.67,0.88,0.11
302,2.91,15.12,0.88,0.11
303,2.91,0.67,0.88,0.11
304,2.9,2.1,0.88,0.11
305,2.91,1.14,0.88,0.11
306,2.9,0.87,0.88,0.11
307,2.89,2.51,0.88,0.11
308,2.9,0.83,0.88,0.11
309,2.91,0.85,0.88,0.11
310,2.89,2.83,0.88,0.11
311,2.87,3.72,0.88,0.11
312,2.86,1.38,0.88,0.11
313,3.0,2.21,0.88,0.11
314,2.92,0.98,0.88,0.11
315,2.85,0.94,0.88,0.11
316,2.8,1.11,0.88,0.11
317,3.17,1.54,0.88,0.11
318,2.71,0.88,0.88,0.11
319,2.74,1.05,0.87,0.11
320,2.75,1.1,0.88,0.11
321,2.19,0.78,0.88,0.11
322,1.79,0.85,0.88,0.11
323,3.36,1.12,0.87,0.11
324,2.95,0.91,0.87,0.11
325,2.88,0.98,0.87,0.11
326,2.86,1.53,0.87,0.11
327,3.06,0.99,0.87,0.11
328,2.89,0.95,0.87,0.11
329,2.81,1.04,0.87,0.11
330,2.53,1.39,0.87,0.11
331,2.87,1.09,0.87,0.11
332,3.13,1.29,0.87,0.11
333,3.0,0.92,0.87,0.11
334,2.89,1.1,0.87,0.11
335,3.34,1.26,0.87,0.11
336,3.84,1.75,0.88,0.11
337,2.96,1.56,0.88,0.11
338,3.29,1.5,0.88,0.11
339,3.44,1.19,0.87,0.11
340,2.68,0.98,0.88,0.11
341,4.61,2.07,0.89,0.11
342,2.8,0.8,0.89,0.11
343,4.25,1.49,0.87,0.11
344,3.62,1.46,0.88,0.11
345,2.78,0.87,0.88,0.11
346,2.9,0.84,0.87,0.11
347,2.79,0.91,0.88,0.11
348,2.36,0.81,0.87,0.11
349,6.85,114.12,0.86,0.11
350,3.25,73.62,0.89,0.11
351,157.51,4178.18,0.89,0.11
352,5.03,102.64,0.93,0.12
353,70.71,566.1,0.8,0.1
354,4.06,12.3,0.88,0.11
355,3.22,30.79,0.89,0.11
356,2.78,4.7,0.9,0.12
357,3.15,1.1,0.89,0.11
358,2.93,0.72,0.89,0.11
359,3.23,1.07,0.87,0.11
360,3.17,0.95,0.89,0.11
361,2.9,1.09,0.89,0.11
362,2.92,0.96,0.89,0.11
363,2.82,0.95,0.91,0.12
364,2.39,1.05,0.89,0.11
365,2.25,0.51,0.94,0.12
366,2.2,0.76,0.9,0.11
367,1.59,0.6,0.95,0.12
368,1.71,0.55,0.96,0.12
369,1.92,0.43,0.96,0.12
370,1.47,0.29,0.92,0.12
371,1.29,0.35,0.98,0.12
372,1.27,0.28,0.95,0.12
373,1.25,0.38,0.93,0.12
374,1.23,1.62,0.92,0.12
375,1.22,0.25,0.9,0.12
376,1.21,0.3,0.91,0.12
377,1.19,0.5,0.88,0.12
378,1.22,0.17,0.91,0.12
379,1.21,0.75,0.88,0.12
380,1.24,0.15,0.93,0.13
381,1.19,0.24,0.88,0.12
382,1.18,0.38,0.88,0.12
383,1.18,0.59,0.87,0.12
384,1.19,0.24,0.89,0.12
385,1.17,0.3,0.87,0.12
386,1.17,0.16,0.87,0.12
387,1.16,0.12,0.86,0.12
388,1.1,0.4,0.8,0.12
389,4.24,1.41,1.44,0.22
390,2.69,0.78,1.11,0.14
391,3.31,11.16,0.89,0.11
392,3.93,0.89,0.86,0.11
393,2.89,0.92,0.87,0.11
394,2.6,0.59,0.87,0.11
395,2.42,0.55,0.88,0.11
396,2.84,0.94,0.86,0.11
397,3.13,1.31,0.86,0.11
398,2.21,0.72,0.87,0.11
399,1.6,0.73,0.87,0.11
400,1.89,0.62,0.86,0.11
401,10.25,82.7,0.86,0.11
402,4.77,505.82,0.89,0.11
403,46.51,2289.01,0.87,0.11
404,16.42,1562.15,0.88,0.11
