epoch,G,D,cycle,id
0,2.42,1.04,0.39,1.03
1,2.13,1.09,0.31,0.78
2,4.23,1.65,0.55,1.62
3,2.29,0.91,0.36,0.94
4,2.22,0.87,0.34,0.89
5,2.11,0.83,0.32,0.81
6,1.94,0.89,0.28,0.68
7,1.63,0.84,0.2,0.46
8,1.96,0.86,0.23,0.71
9,2.18,0.85,0.33,0.86
10,2.08,0.84,0.31,0.79
11,1.9,0.73,0.27,0.68
12,1.59,0.62,0.2,0.47
13,1.54,0.72,0.17,0.47
14,2.06,0.64,0.32,0.81
15,1.8,0.59,0.27,0.67
16,1.32,0.59,0.19,0.4
17,1.63,0.36,0.34,0.92
18,2.11,0.63,0.35,0.89
19,1.7,0.47,0.28,0.71
20,0.99,0.46,0.21,0.46
21,1.6,0.2,0.36,1.11
22,1.87,0.42,0.33,0.85
23,1.39,0.31,0.28,0.68
24,0.76,0.34,0.21,0.4
25,1.12,0.26,0.27,0.74
26,1.38,0.28,0.33,0.82
27,1.07,0.18,0.25,0.6
28,0.78,0.19,0.19,0.42
29,0.67,0.19,0.14,0.35
30,0.79,0.2,0.22,0.48
31,0.77,0.44,0.18,0.41
32,1.11,0.29,0.28,0.69
33,0.87,0.2,0.21,0.48
34,0.66,0.27,0.14,0.34
35,0.61,0.25,0.17,0.36
36,1.24,0.18,0.33,0.82
37,1.33,0.18,0.32,0.82
38,1.1,0.14,0.27,0.69
39,0.88,0.2,0.23,0.53
40,0.69,0.18,0.19,0.4
41,0.62,0.25,0.14,0.31
42,1.04,0.19,0.27,0.69
43,1.25,0.21,0.31,0.79
44,1.1,0.16,0.27,0.68
45,0.79,0.19,0.21,0.49
46,0.6,0.15,0.14,0.34
47,0.79,0.19,0.21,0.45
48,1.0,0.17,0.27,0.62
49,1.24,0.19,0.31,0.78
50,0.96,0.15,0.23,0.58
51,0.68,0.15,0.16,0.35
52,0.67,0.17,0.16,0.42
53,1.19,0.17,0.29,0.72
54,0.96,0.18,0.23,0.56
55,0.6,0.17,0.14,0.29
56,1.0,0.17,0.22,0.6
57,1.21,0.16,0.29,0.75
58,1.01,0.16,0.25,0.63
59,0.79,0.16,0.18,0.44
60,0.62,0.15,0.13,0.32
61,0.81,0.19,0.21,0.5
62,0.67,0.2,0.16,0.34
63,0.93,0.15,0.22,0.55
64,0.58,0.14,0.13,0.29
65,0.77,0.17,0.18,0.46
66,1.49,0.2,0.35,0.87
67,0.89,0.19,0.23,0.57
68,0.65,0.15,0.15,0.33
69,0.63,0.19,0.14,0.38
70,1.16,0.17,0.27,0.7
71,0.95,0.17,0.22,0.55
72,0.65,0.17,0.14,0.33
73,0.79,0.17,0.17,0.45
74,1.16,0.17,0.27,0.7
75,0.99,0.17,0.23,0.58
76,0.71,0.17,0.16,0.38
77,0.67,0.17,0.13,0.36
78,1.02,0.15,0.25,0.63
79,0.82,0.16,0.19,0.45
80,0.53,0.15,0.11,0.25
81,0.8,0.14,0.19,0.44
82,0.49,0.17,0.12,0.28
83,0.77,0.18,0.18,0.41
84,0.96,0.17,0.23,0.55
85,1.13,0.15,0.27,0.69
86,0.88,0.18,0.22,0.56
87,0.72,0.14,0.16,0.38
88,0.5,0.2,0.12,0.3
89,0.82,0.17,0.21,0.5
90,0.57,0.16,0.14,0.27
91,0.68,0.15,0.17,0.38
92,0.77,0.17,0.15,0.44
93,1.11,0.15,0.27,0.68
94,0.9,0.14,0.21,0.53
95,0.63,0.17,0.14,0.32
96,0.82,0.17,0.17,0.47
97,1.11,0.16,0.27,0.67
98,0.83,0.19,0.21,0.53
99,0.64,0.15,0.14,0.33
100,0.57,0.19,0.13,0.35
101,0.97,0.13,0.23,0.58
102,0.67,0.18,0.17,0.41
103,0.53,0.16,0.11,0.25
104,0.46,0.19,0.13,0.25
105,0.68,0.14,0.14,0.38
106,1.14,0.17,0.29,0.73
107,0.82,0.16,0.2,0.5
108,0.6,0.17,0.13,0.3
109,0.64,0.17,0.13,0.33
110,0.99,0.17,0.23,0.58
111,0.75,0.17,0.17,0.4
112,0.54,0.17,0.11,0.25
113,0.51,0.17,0.11,0.22
114,0.68,0.17,0.14,0.36
115,1.01,0.17,0.24,0.6
116,0.78,0.15,0.17,0.43
117,0.5,0.15,0.11,0.26
118,0.56,0.17,0.11,0.27
119,0.83,0.17,0.19,0.46
120,0.56,0.17,0.12,0.26
121,0.57,0.17,0.11,0.28
122,0.95,0.17,0.22,0.54
123,0.68,0.16,0.15,0.35
124,0.53,0.14,0.11,0.28
125,0.93,0.16,0.22,0.53
126,0.54,0.16,0.11,0.25
127,0.49,0.15,0.1,0.26
128,0.92,0.17,0.21,0.53
129,0.6,0.17,0.13,0.3
130,0.69,0.17,0.14,0.38
131,0.99,0.15,0.23,0.58
132,0.71,0.18,0.18,0.44
133,0.54,0.17,0.11,0.25
134,0.62,0.17,0.12,0.32
135,0.94,0.17,0.21,0.54
136,0.71,0.17,0.15,0.38
137,0.51,0.17,0.1,0.23
138,0.48,0.17,0.1,0.2
139,0.53,0.17,0.11,0.24
140,0.79,0.17,0.17,0.45
141,1.01,0.17,0.23,0.6
142,0.8,0.17,0.17,0.44
143,0.57,0.17,0.11,0.28
144,0.55,0.16,0.1,0.27
145,0.84,0.14,0.19,0.48
146,0.56,0.17,0.13,0.31
147,0.56,0.17,0.11,0.27
148,0.67,0.16,0.15,0.35
149,0.52,0.14,0.1,0.24
150,0.7,0.15,0.16,0.4
151,0.49,0.16,0.1,0.22
152,0.52,0.14,0.1,0.26
153,0.86,0.14,0.2,0.5
154,0.6,0.14,0.13,0.3
155,0.49,0.14,0.1,0.24
156,0.74,0.15,0.18,0.42
157,0.45,0.15,0.1,0.22
158,0.83,0.16,0.21,0.46
159,0.54,0.14,0.11,0.25
160,0.44,0.15,0.09,0.21
161,0.52,0.17,0.1,0.24
162,0.76,0.17,0.16,0.43
163,0.92,0.15,0.21,0.53
164,0.68,0.14,0.15,0.38
165,0.5,0.15,0.1,0.23
166,0.52,0.15,0.1,0.28
167,0.83,0.15,0.19,0.47
168,0.54,0.16,0.13,0.31
169,0.49,0.15,0.1,0.22
170,0.5,0.13,0.11,0.23
171,0.67,0.13,0.14,0.36
172,0.78,0.14,0.18,0.46
173,0.6,0.14,0.12,0.3
174,0.43,0.15,0.09,0.21
175,0.59,0.14,0.13,0.29
176,0.67,0.13,0.14,0.36
177,0.8,0.13,0.18,0.46
178,0.61,0.13,0.13,0.32
179,0.47,0.13,0.09,0.2
180,0.43,0.14,0.09,0.2
181,0.66,0.15,0.15,0.35
182,0.47,0.14,0.1,0.24
183,0.52,0.16,0.1,0.24
184,0.64,0.16,0.14,0.37
