epoch,G,D,cycle,id
0,1.93,0.67,0.54,0.7
1,1.24,0.56,0.29,0.37
2,1.07,0.59,0.26,0.31
3,1.0,0.55,0.24,0.29
4,1.04,0.63,0.25,0.29
5,1.01,0.62,0.23,0.27
6,1.05,0.67,0.2,0.24
7,0.98,0.53,0.23,0.27
8,0.93,0.52,0.2,0.23
9,0.84,0.45,0.18,0.21
10,0.78,0.54,0.18,0.2
11,0.84,0.46,0.18,0.2
12,0.57,0.33,0.16,0.18
13,0.69,0.39,0.17,0.19
14,1.29,0.6,0.21,0.23
15,1.01,0.64,0.18,0.2
16,1.19,0.83,0.19,0.21
17,0.73,0.34,0.18,0.2
18,0.84,0.46,0.19,0.23
19,0.56,0.33,0.16,0.18
20,1.25,0.79,0.19,0.21
21,0.62,0.34,0.14,0.16
22,0.82,0.45,0.17,0.2
23,0.76,0.41,0.15,0.17
24,1.13,0.75,0.19,0.22
25,0.71,0.36,0.14,0.16
26,0.78,0.55,0.14,0.16
27,1.43,0.88,0.16,0.18
28,0.78,0.52,0.16,0.18
29,0.88,0.5,0.17,0.19
