epoch,G,D,cycle,id
0,1.56,0.72,0.31,0.46
1,1.18,0.53,0.29,0.43
2,1.1,0.52,0.27,0.38
3,1.04,0.46,0.25,0.34
4,1.12,0.54,0.27,0.35
5,0.95,0.51,0.2,0.27
6,1.31,0.69,0.22,0.27
7,1.13,0.62,0.22,0.25
8,1.03,0.53,0.17,0.2
9,0.96,0.56,0.16,0.2
10,0.81,0.62,0.14,0.16
11,0.87,0.46,0.14,0.16
12,0.98,0.6,0.15,0.17
13,0.99,0.68,0.18,0.2
14,0.71,0.42,0.13,0.15
15,1.5,1.06,0.13,0.15
16,1.3,0.85,0.15,0.17
17,0.71,0.47,0.13,0.15
18,0.92,0.6,0.12,0.14
19,1.54,0.75,0.14,0.15
20,0.62,0.38,0.1,0.12
21,0.96,0.49,0.16,0.17
22,0.73,0.5,0.1,0.11
23,1.4,0.9,0.17,0.19
24,0.81,0.5,0.11,0.12
25,0.57,0.42,0.11,0.12
26,2.2,1.56,0.17,0.18
27,2.13,0.97,0.16,0.17
28,0.66,0.43,0.12,0.13
29,1.23,0.67,0.16,0.17
